incident_id,timestamp,area,lat,lng,hour,day_of_week,incident_type,severity,weapon_involved,reported_to_police,source
INC-0957,2024-12-29 22:53:00,North Nazimabad,24.952929,67.054897,22,Sunday,phone_snatching,LOW,no,no,community_report
INC-1889,2024-12-29 23:23:00,Model Colony,24.884809,67.147161,23,Sunday,phone_snatching,MEDIUM,no,no,community_report
INC-1211,2024-12-30 20:35:00,Garden West,24.879838,67.022615,20,Monday,mugging,LOW,no,no,community_report
INC-0346,2024-12-30 23:44:00,Baloch Colony,24.866938,67.076105,23,Monday,signal_robbery,HIGH,no,no,community_report
INC-0184,2024-12-31 15:00:00,Orangi Town,24.966291,67.020576,15,Tuesday,mugging,HIGH,no,yes,community_report
INC-1259,2024-12-31 21:27:00,Garden West,24.880291,67.020112,21,Tuesday,mugging,HIGH,no,yes,community_report
INC-1223,2024-12-31 21:43:00,Garden West,24.877443,67.019063,21,Tuesday,phone_snatching,LOW,no,no,community_report
INC-0982,2024-12-31 22:24:00,North Nazimabad,24.95116,67.054939,22,Tuesday,mugging,LOW,no,yes,community_report
INC-1381,2024-12-31 22:31:00,Gulistan-e-Jauhar,24.912054,67.219716,22,Tuesday,ride_hailing_incident,MEDIUM,no,yes,community_report
INC-0945,2024-12-31 23:54:00,North Nazimabad,24.949056,67.053481,23,Tuesday,phone_snatching,LOW,no,no,community_report
INC-0924,2025-01-01 19:44:00,Hassan Square,24.89877,67.071836,19,Wednesday,signal_robbery,MEDIUM,yes,no,community_report
INC-0340,2025-01-01 22:10:00,Baloch Colony,24.864289,67.073597,22,Wednesday,mugging,HIGH,no,yes,community_report
INC-0510,2025-01-01 23:57:00,Korangi,24.825246,67.142826,23,Wednesday,mugging,HIGH,no,no,community_report
INC-0034,2025-01-02 00:41:00,Lyari,24.873487,67.010702,0,Thursday,robbery,MEDIUM,no,no,community_report
INC-1685,2025-01-02 13:57:00,Guru Mandir,24.865159,67.015325,13,Thursday,phone_snatching,HIGH,no,yes,community_report
INC-0439,2025-01-02 23:19:00,Landhi,24.851173,67.359949,23,Thursday,mugging,HIGH,no,no,community_report
INC-0441,2025-01-02 23:26:00,Landhi,24.850981,67.357599,23,Thursday,vehicle_theft,LOW,no,no,community_report
INC-0294,2025-01-03 18:18:00,Baloch Colony,24.863421,67.075534,18,Friday,mugging,MEDIUM,no,no,community_report
INC-1031,2025-01-03 20:10:00,Gulshan-e-Iqbal,24.92753,67.133369,20,Friday,signal_robbery,LOW,yes,no,community_report
INC-1191,2025-01-03 22:51:00,Superhighway,24.977212,67.152483,22,Friday,robbery,MEDIUM,no,yes,community_report
INC-1129,2025-01-03 22:55:00,Superhighway,24.980409,67.147614,22,Friday,vehicle_theft,LOW,no,no,community_report
INC-1104,2025-01-03 23:19:00,Sohrab Goth,24.954714,67.079362,23,Friday,robbery,MEDIUM,no,no,community_report
INC-0088,2025-01-04 15:06:00,Lyari,24.874288,67.014526,15,Saturday,mugging,HIGH,no,no,community_report
INC-1292,2025-01-04 21:35:00,Nazimabad,24.917762,67.036086,21,Saturday,mugging,MEDIUM,no,no,community_report
INC-0786,2025-01-04 23:39:00,Teen Talwar,24.831,67.030599,23,Saturday,signal_robbery,MEDIUM,yes,no,community_report
INC-0473,2025-01-05 00:37:00,Landhi,24.851392,67.359296,0,Sunday,vehicle_theft,HIGH,no,no,community_report
INC-0684,2025-01-05 20:24:00,Malir,24.89756,67.230374,20,Sunday,mugging,MEDIUM,no,no,community_report
INC-0430,2025-01-05 23:55:00,Landhi,24.851749,67.35867,23,Sunday,vehicle_theft,LOW,no,no,community_report
INC-0829,2025-01-06 17:43:00,Teen Talwar,24.82858,67.033476,17,Monday,phone_snatching,MEDIUM,no,no,community_report
INC-1825,2025-01-06 22:47:00,Malir Cantonment,24.877079,67.204592,22,Monday,mugging,MEDIUM,no,no,community_report
INC-0793,2025-01-06 23:07:00,Teen Talwar,24.828647,67.029992,23,Monday,phone_snatching,HIGH,no,no,community_report
INC-0447,2025-01-07 01:30:00,Landhi,24.848947,67.359335,1,Tuesday,vehicle_theft,HIGH,no,no,community_report
INC-1314,2025-01-07 19:46:00,Nazimabad,24.917948,67.037078,19,Tuesday,mugging,MEDIUM,no,no,community_report
INC-1660,2025-01-07 21:01:00,Guru Mandir,24.869365,67.017318,21,Tuesday,mugging,MEDIUM,no,no,community_report
INC-0106,2025-01-08 10:40:00,Orangi Town,24.962491,67.017686,10,Wednesday,mugging,HIGH,no,yes,community_report
INC-0481,2025-01-08 16:46:00,Landhi,24.850305,67.362798,16,Wednesday,vehicle_theft,LOW,no,yes,community_report
INC-0427,2025-01-08 18:10:00,Liaquatabad,24.906754,67.036902,18,Wednesday,mugging,MEDIUM,no,no,community_report
INC-1193,2025-01-08 21:45:00,Garden West,24.875418,67.021287,21,Wednesday,mugging,MEDIUM,no,no,community_report
INC-0729,2025-01-08 21:48:00,Saddar,24.859572,67.029942,21,Wednesday,pickpocketing,MEDIUM,no,yes,community_report
INC-0647,2025-01-09 11:34:00,Malir,24.893162,67.227339,11,Thursday,phone_snatching,LOW,no,no,community_report
INC-1288,2025-01-09 13:07:00,Nazimabad,24.920418,67.033148,13,Thursday,mugging,MEDIUM,no,no,community_report
INC-1769,2025-01-09 18:43:00,Soldier Bazaar,24.889484,67.030598,18,Thursday,mugging,MEDIUM,no,yes,community_report
INC-0138,2025-01-09 21:51:00,Orangi Town,24.96378,67.021691,21,Thursday,phone_snatching,HIGH,no,yes,community_report
INC-0204,2025-01-10 18:13:00,Keamari,24.84553,66.99005,18,Friday,mugging,HIGH,no,no,community_report
INC-0374,2025-01-10 18:41:00,Liaquatabad,24.907372,67.034937,18,Friday,phone_snatching,HIGH,no,no,community_report
INC-1153,2025-01-10 22:36:00,Superhighway,24.979053,67.14751,22,Friday,robbery,LOW,no,no,community_report
INC-1418,2025-01-10 22:38:00,Gulistan-e-Jauhar,24.911368,67.222508,22,Friday,ride_hailing_incident,MEDIUM,no,yes,community_report
INC-1821,2025-01-11 12:10:00,Soldier Bazaar,24.889609,67.025276,12,Saturday,mugging,HIGH,no,yes,community_report
INC-0746,2025-01-11 18:05:00,Saddar,24.86317,67.026702,18,Saturday,pickpocketing,MEDIUM,no,no,community_report
INC-1735,2025-01-11 20:15:00,Nagan Chowrangi,24.941138,67.087542,20,Saturday,signal_robbery,LOW,yes,no,community_report
INC-1257,2025-01-11 21:08:00,Garden West,24.877249,67.021989,21,Saturday,mugging,MEDIUM,no,no,community_report
INC-0369,2025-01-11 21:24:00,Liaquatabad,24.905987,67.037808,21,Saturday,mugging,MEDIUM,no,yes,community_report
INC-1097,2025-01-12 19:49:00,Sohrab Goth,24.953162,67.075571,19,Sunday,mugging,LOW,no,no,community_report
INC-0935,2025-01-12 20:29:00,North Nazimabad,24.949184,67.055086,20,Sunday,phone_snatching,LOW,no,no,community_report
INC-1270,2025-01-12 21:27:00,Nazimabad,24.920331,67.034032,21,Sunday,robbery,MEDIUM,no,no,community_report
INC-1682,2025-01-13 21:03:00,Guru Mandir,24.868198,67.013329,21,Monday,robbery,HIGH,no,yes,community_report
INC-1641,2025-01-13 21:14:00,Guru Mandir,24.868623,67.015991,21,Monday,phone_snatching,MEDIUM,no,no,community_report
INC-1561,2025-01-14 00:11:00,DHA Phase 5,24.80962,67.090853,0,Tuesday,vehicle_theft,LOW,no,no,community_report
INC-1285,2025-01-14 19:58:00,Nazimabad,24.921249,67.036035,19,Tuesday,mugging,MEDIUM,no,no,community_report
INC-1447,2025-01-15 23:53:00,PECHS,24.874523,67.079062,23,Wednesday,vehicle_theft,MEDIUM,no,no,community_report
INC-1340,2025-01-16 22:12:00,FB Area,24.954549,67.102753,22,Thursday,mugging,MEDIUM,no,yes,community_report
INC-0175,2025-01-16 22:20:00,Orangi Town,24.963436,67.017216,22,Thursday,robbery,HIGH,yes,no,community_report
INC-0247,2025-01-16 23:36:00,Keamari,24.8478,66.991381,23,Thursday,robbery,HIGH,no,no,community_report
INC-0696,2025-01-17 10:58:00,Malir,24.89848,67.231883,10,Friday,mugging,LOW,no,no,community_report
INC-1260,2025-01-17 13:33:00,Garden West,24.880037,67.019456,13,Friday,phone_snatching,LOW,no,yes,community_report
INC-1176,2025-01-17 20:03:00,Superhighway,24.977709,67.152428,20,Friday,vehicle_theft,MEDIUM,no,yes,community_report
INC-1234,2025-01-17 21:53:00,Garden West,24.876647,67.020131,21,Friday,mugging,LOW,no,no,community_report
INC-1740,2025-01-17 22:09:00,Nagan Chowrangi,24.944795,67.082526,22,Friday,mugging,HIGH,no,no,community_report
INC-1597,2025-01-17 22:24:00,Zamzama,24.829282,67.075513,22,Friday,mugging,MEDIUM,no,no,community_report
INC-0773,2025-01-18 21:24:00,Saddar,24.863863,67.025303,21,Saturday,mugging,MEDIUM,no,no,community_report
INC-1063,2025-01-18 21:53:00,Sohrab Goth,24.956866,67.07848,21,Saturday,mugging,HIGH,no,no,community_report
INC-1365,2025-01-19 15:54:00,FB Area,24.953428,67.103808,15,Sunday,phone_snatching,MEDIUM,no,no,community_report
INC-0398,2025-01-19 21:27:00,Liaquatabad,24.90599,67.034577,21,Sunday,phone_snatching,HIGH,no,yes,community_report
INC-0105,2025-01-19 21:44:00,Orangi Town,24.962638,67.022613,21,Sunday,phone_snatching,MEDIUM,no,no,community_report
INC-1583,2025-01-19 23:48:00,Zamzama,24.829701,67.07217,23,Sunday,phone_snatching,MEDIUM,no,yes,community_report
INC-0234,2025-01-20 00:37:00,Keamari,24.844414,66.989019,0,Monday,mugging,MEDIUM,no,no,community_report
INC-1659,2025-01-20 21:42:00,Guru Mandir,24.868583,67.018927,21,Monday,robbery,MEDIUM,no,yes,community_report
INC-1390,2025-01-20 23:14:00,Gulistan-e-Jauhar,24.911263,67.22244,23,Monday,phone_snatching,MEDIUM,no,no,community_report
INC-1060,2025-01-21 00:21:00,Sohrab Goth,24.955117,67.079804,0,Tuesday,mugging,HIGH,no,no,community_report
INC-0017,2025-01-21 23:35:00,Lyari,24.871989,67.009064,23,Tuesday,robbery,LOW,no,yes,community_report
INC-0765,2025-01-22 20:01:00,Saddar,24.860018,67.025749,20,Wednesday,mugging,MEDIUM,no,no,community_report
INC-1756,2025-01-22 21:04:00,Soldier Bazaar,24.887311,67.030574,21,Wednesday,mugging,HIGH,no,yes,community_report
INC-1713,2025-01-22 22:19:00,Nagan Chowrangi,24.943101,67.087463,22,Wednesday,signal_robbery,HIGH,yes,no,community_report
INC-1600,2025-01-22 22:43:00,Zamzama,24.828362,67.074183,22,Wednesday,phone_snatching,LOW,no,no,community_report
INC-1846,2025-01-22 22:52:00,Malir Cantonment,24.876991,67.203502,22,Wednesday,vehicle_theft,MEDIUM,no,no,community_report
INC-0075,2025-01-22 23:45:00,Lyari,24.874222,67.014205,23,Wednesday,mugging,MEDIUM,no,no,community_report
INC-0756,2025-01-23 21:11:00,Saddar,24.859326,67.026919,21,Thursday,phone_snatching,MEDIUM,no,no,community_report
INC-0165,2025-01-23 21:17:00,Orangi Town,24.966713,67.022854,21,Thursday,phone_snatching,HIGH,no,no,community_report
INC-1581,2025-01-23 21:42:00,Zamzama,24.830447,67.072611,21,Thursday,phone_snatching,MEDIUM,no,no,community_report
INC-0820,2025-01-23 22:03:00,Teen Talwar,24.828854,67.032127,22,Thursday,mugging,MEDIUM,no,no,community_report
INC-0083,2025-01-23 23:16:00,Lyari,24.87424,67.011696,23,Thursday,phone_snatching,HIGH,no,no,community_report
INC-0305,2025-01-24 23:59:00,Baloch Colony,24.861387,67.073859,23,Friday,signal_robbery,HIGH,no,no,community_report
INC-0188,2025-01-25 12:47:00,Orangi Town,24.967875,67.018301,12,Saturday,robbery,HIGH,yes,no,community_report
INC-0307,2025-01-25 16:07:00,Baloch Colony,24.866567,67.077039,16,Saturday,mugging,HIGH,no,no,community_report
INC-0771,2025-01-25 19:38:00,Saddar,24.860089,67.03003,19,Saturday,phone_snatching,MEDIUM,no,yes,community_report
INC-0396,2025-01-25 20:07:00,Liaquatabad,24.902108,67.035007,20,Saturday,phone_snatching,HIGH,no,no,community_report
INC-1229,2025-01-25 20:08:00,Garden West,24.880309,67.017157,20,Saturday,mugging,LOW,no,yes,community_report
INC-0341,2025-01-25 20:38:00,Baloch Colony,24.862575,67.077402,20,Saturday,signal_robbery,HIGH,yes,no,community_report
INC-1374,2025-01-25 22:23:00,FB Area,24.952924,67.107775,22,Saturday,phone_snatching,HIGH,no,no,community_report
INC-0040,2025-01-25 22:25:00,Lyari,24.871875,67.013083,22,Saturday,robbery,HIGH,yes,no,community_report
INC-0502,2025-01-25 22:46:00,Korangi,24.822084,67.141275,22,Saturday,mugging,LOW,no,no,community_report
INC-1198,2025-01-26 19:24:00,Garden West,24.877025,67.019061,19,Sunday,phone_snatching,HIGH,no,yes,community_report
INC-0955,2025-01-26 20:10:00,North Nazimabad,24.952566,67.054231,20,Sunday,phone_snatching,LOW,no,no,community_report
INC-1696,2025-01-26 22:21:00,Nagan Chowrangi,24.940005,67.085235,22,Sunday,signal_robbery,LOW,no,no,community_report
INC-0080,2025-01-26 23:53:00,Lyari,24.874502,67.009081,23,Sunday,robbery,LOW,no,no,community_report
INC-0719,2025-01-27 11:38:00,Saddar,24.862444,67.025266,11,Monday,pickpocketing,HIGH,no,yes,community_report
INC-1404,2025-01-27 18:47:00,Gulistan-e-Jauhar,24.912444,67.220506,18,Monday,mugging,HIGH,no,yes,community_report
INC-1774,2025-01-27 19:45:00,Soldier Bazaar,24.889671,67.029704,19,Monday,mugging,MEDIUM,no,yes,community_report
INC-0275,2025-01-27 20:09:00,Baloch Colony,24.861727,67.072794,20,Monday,signal_robbery,HIGH,no,no,community_report
INC-0433,2025-01-27 22:45:00,Landhi,24.847384,67.35747,22,Monday,vehicle_theft,HIGH,no,no,community_report
INC-1869,2025-01-28 20:55:00,Model Colony,24.881834,67.149375,20,Tuesday,mugging,LOW,no,no,community_report
INC-0626,2025-01-28 21:10:00,SITE Industrial Area,24.932653,67.000922,21,Tuesday,vehicle_theft,LOW,no,yes,community_report
INC-1329,2025-01-28 21:13:00,FB Area,24.952838,67.105762,21,Tuesday,phone_snatching,MEDIUM,no,no,community_report
INC-0883,2025-01-28 22:41:00,Hassan Square,24.89895,67.070145,22,Tuesday,signal_robbery,MEDIUM,yes,no,community_report
INC-0221,2025-01-28 23:39:00,Keamari,24.842996,66.990715,23,Tuesday,robbery,HIGH,yes,no,community_report
INC-0615,2025-01-29 21:27:00,SITE Industrial Area,24.931641,66.998558,21,Wednesday,vehicle_theft,HIGH,no,yes,community_report
INC-0519,2025-01-29 23:53:00,Korangi,24.824057,67.140665,23,Wednesday,mugging,HIGH,no,yes,community_report
INC-0152,2025-01-31 19:03:00,Orangi Town,24.963837,67.021156,19,Friday,phone_snatching,MEDIUM,no,no,community_report
